Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:00 (+7),RE 62045,Flughafen BER - Terminal 1-2 (ab 23:44),Berlin Ostkreuz
00:10 (+2),RE 73750,Magdeburg Hbf (ab 22:06),Berlin Ostkreuz
00:23,RE 73797,Frankfurt(Oder) (ab 23:24),Berlin Ostkreuz
00:55 (+1),RE 62038,Wismar (ab 21:25),Berlin Ostkreuz
00:57 (+5),RE 62041,Flughafen BER - Terminal 1-2 (ab 00:40),Berlin Ostkreuz
01:14 (+23),RE 3742,Dessau Hbf (ab 23:18),Berlin Ostkreuz
01:14 (+9),RE 93042,Berlin Zoologischer Garten (ab 00:52),Berlin Ostkreuz
01:23 (+10),RE 73753,Frankfurt(Oder) (ab 00:24),Berlin Ostkreuz
01:35,RE 73794,Magdeburg Hbf (ab 23:22),Berlin Ostkreuz
01:56,RE 62047,Flughafen BER - Terminal 1-2 (ab 01:39),Berlin Ostkreuz
02:01 (+1),RE 62042,Nauen (ab 01:03),Berlin Ostkreuz
02:51 (+3),RE 73798,Magdeburg Hbf (ab 00:42),Berlin Ostkreuz
02:56 (+2),RE 62043,Flughafen BER - Terminal 1-2 (ab 02:40),Berlin Ostkreuz
02:58 (+3),RE 62046,Nauen (ab 02:02),Berlin Ostkreuz
03:58 (+1),RE 62044,Nauen (ab 03:02),Berlin Ostkreuz
04:01 (+2),RE 62001,Flughafen BER - Terminal 1-2 (ab 03:44),Berlin Ostkreuz
04:16 (+1),RB 18201,Berlin-Lichtenberg (ab 04:11),Berlin Ostkreuz
04:26,RE 73752,Brandenburg Hbf (ab 03:15),Berlin Ostkreuz
04:29,RE 73717,Frankfurt(Oder) (ab 03:27),Berlin Ostkreuz
04:47,RE 73800,Berlin-Charlottenburg (ab 04:23),Berlin Ostkreuz
04:52 (+1),RB 18301,Berlin-Lichtenberg (ab 04:49),Berlin Ostkreuz
04:55 (+1),RE 62048,Nauen (ab 04:01),Berlin Ostkreuz
05:01 (+2),RE 62003,Flughafen BER - Terminal 1-2 (ab 04:44),Berlin Ostkreuz
05:16 (+1),RB 18203,Berlin-Lichtenberg (ab 05:13),Berlin Ostkreuz
05:23 (+4),RE 93759,Frankfurt(Oder) (ab 04:23),Berlin Ostkreuz
05:26 (+19),RE 73754,Brandenburg Hbf (ab 04:08),Berlin Ostkreuz
05:45 Ausfall,RE 93719,Frankfurt(Oder) (ab 04:43),Berlin Ostkreuz
05:49 (+1),RE 62000,Wittenberge (ab 04:06),Berlin Ostkreuz
05:52 (+1),RB 18303,Berlin-Lichtenberg (ab 05:49),Berlin Ostkreuz
06:01 (+2),RE 62005,Flughafen BER - Terminal 1-2 (ab 05:44),Berlin Ostkreuz
06:16 (+1),RB 18205,Berlin-Lichtenberg (ab 06:13),Berlin Ostkreuz
06:23 (+1),RE 93761,Frankfurt(Oder) (ab 05:26),Berlin Ostkreuz
06:29,RE 93756,Berlin Zoologischer Garten (ab 06:08),Berlin Ostkreuz
06:41 (+1),RB 61144,Werneuchen (ab 06:02),Berlin Ostkreuz
06:45 (+1),RE 93721,Frankfurt(Oder) (ab 05:55),Berlin Ostkreuz
06:55 (+1),RE 62002,Wittenberge (ab 05:06),Berlin Ostkreuz
07:01 (+1),RE 62007,Flughafen BER - Terminal 1-2 (ab 06:44),Berlin Ostkreuz
07:10 Ausfall,RE 93716,Berlin Zoologischer Garten (ab 06:50),Berlin Ostkreuz
07:11,IC 2432,Emden Außenhafen (ab 12:01),Berlin Ostkreuz
07:17,RE 3107,Magdeburg Hbf (ab 07:12),Berlin Ostkreuz
07:23 (+1),RE 93763,Frankfurt(Oder) (ab 06:26),Berlin Ostkreuz
07:29,RE 93758,Berlin Friedrichstraße (ab 07:19),Berlin Ostkreuz
07:41 (+1),RB 61146,Werneuchen (ab 07:02),Berlin Ostkreuz
07:45 (+2),RE 93723,Frankfurt(Oder) (ab 06:55),Berlin Ostkreuz
07:55 Ausfall,RE 62004,Wismar (ab 04:17),Berlin Ostkreuz
07:55 (+4),RE 94650,Wittenberge (ab 06:06),Berlin Ostkreuz
08:01,RE 62009,Flughafen BER - Terminal 1-2 (ab 07:44),Berlin Ostkreuz
08:10,RE 73718,Magdeburg Hbf (ab 06:12),Berlin Ostkreuz
08:10,RE 93718,Berlin Zoologischer Garten (ab 07:50),Berlin Ostkreuz
08:23,RE 93765,Frankfurt(Oder) (ab 07:26),Berlin Ostkreuz
08:29,RE 73760,Magdeburg Hbf (ab 06:19),Berlin Ostkreuz
08:29,RE 93760,Berlin Friedrichstr (ab 08:19),Berlin Ostkreuz
08:45,RE 93725,Frankfurt(Oder) (ab 07:55),Berlin Ostkreuz
08:55,RE 62006,Wismar (ab 05:22),Berlin Ostkreuz
09:01 (+8),RE 62011,Flughafen BER - Terminal 1-2 (ab 08:44),Berlin Ostkreuz
09:10,RE 93720,Berlin Zoologischer Garten (ab 08:50),Berlin Ostkreuz
09:23 Ausfall,RE 93767,Frankfurt(Oder) (ab 08:26),Berlin Ostkreuz
09:29,RE 93762,Berlin Friedrichstraße (ab 09:17),Berlin Ostkreuz
09:45,RE 93727,Frankfurt(Oder) (ab 08:55),Berlin Ostkreuz
09:52 (+1),RB 18311,Berlin-Lichtenberg (ab 09:49),Berlin Ostkreuz
09:55 (+4),RE 62008,Wittenberge (ab 08:06),Berlin Ostkreuz
10:01 (+4),RE 62013,Flughafen BER - Terminal 1-2 (ab 09:44),Berlin Ostkreuz
10:03,RB 92810,Berlin-Lichtenberg (ab 10:00),Berlin Ostkreuz
10:10 (+1),RE 93722,Berlin Zoologischer Garten (ab 09:50),Berlin Ostkreuz
10:16 (+1),RB 18213,Berlin-Lichtenberg (ab 10:13),Berlin Ostkreuz
10:23 (+1),RE 93769,Frankfurt(Oder) (ab 09:26),Berlin Ostkreuz
10:29 Ausfall,RE 93764,Berlin Friedrichstr (ab 10:17),Berlin Ostkreuz
10:37,RB 61152,Werneuchen (ab 10:02),Berlin Ostkreuz
10:45,RE 93729,Frankfurt(Oder) (ab 09:55),Berlin Ostkreuz
10:52 (+1),RB 18313,Berlin-Lichtenberg (ab 10:49),Berlin Ostkreuz
10:55 (+47),RE 62010,Wismar (ab 07:33),Berlin Ostkreuz
11:01 (+1),RE 62015,Flughafen BER - Terminal 1-2 (ab 10:44),Berlin Ostkreuz
11:03 (+1),RB 92812,Berlin-Lichtenberg (ab 11:00),Berlin Ostkreuz
11:10,RE 73724,Magdeburg Hbf (ab 09:12),Berlin Ostkreuz
11:10 (+1),RE 93724,Berlin Zoologischer Garten (ab 10:50),Berlin Ostkreuz
11:16,RB 18215,Berlin-Lichtenberg (ab 11:13),Berlin Ostkreuz
11:23,RE 93771,Frankfurt(Oder) (ab 10:26),Berlin Ostkreuz
11:29,RE 73766,Brandenburg Hbf (ab 10:20),Berlin Ostkreuz
11:29,RE 93766,Berlin Friedrichstr (ab 11:17),Berlin Ostkreuz
11:41,RB 61154,Werneuchen (ab 11:02),Berlin Ostkreuz
11:45,RE 93731,Frankfurt(Oder) (ab 10:55),Berlin Ostkreuz
11:52 (+1),RB 18315,Berlin-Lichtenberg (ab 11:49),Berlin Ostkreuz
11:55 (+1),RE 62012,Wittenberge (ab 10:06),Berlin Ostkreuz
12:01 (+9),RE 62017,Flughafen BER - Terminal 1-2 (ab 11:44),Berlin Ostkreuz
12:03 (+1),RB 92834,Berlin-Lichtenberg (ab 12:00),Berlin Ostkreuz
12:10,RE 73726,Magdeburg Hbf (ab 10:12),Berlin Ostkreuz
12:10,RE 93726,Berlin Zoologischer Garten (ab 11:50),Berlin Ostkreuz
12:16,RB 18217,Berlin-Lichtenberg (ab 12:13),Berlin Ostkreuz
12:23 (+3),RE 93773,Frankfurt(Oder) (ab 11:26),Berlin Ostkreuz
12:29,RE 93768,Berlin Friedrichstraße (ab 12:17),Berlin Ostkreuz
12:37 (+1),RB 61156,Werneuchen (ab 12:02),Berlin Ostkreuz
12:45 Ausfall,RE 93733,Frankfurt(Oder) (ab 11:55),Berlin Ostkreuz
12:52 (+1),RB 18317,Berlin-Lichtenberg (ab 12:49),Berlin Ostkreuz
12:55 (+1),RE 62014,Wismar (ab 09:24),Berlin Ostkreuz
13:01 (+3),RE 62019,Flughafen BER - Terminal 1-2 (ab 12:44),Berlin Ostkreuz
13:03,RB 92836,Berlin-Lichtenberg (ab 13:00),Berlin Ostkreuz
13:10,RE 73728,Magdeburg Hbf (ab 11:12),Berlin Ostkreuz
13:10 Ausfall,RE 93728,Berlin Zoologischer Garten (ab 12:50),Berlin Ostkreuz
13:16 (+1),RB 18219,Berlin-Lichtenberg (ab 13:13),Berlin Ostkreuz
13:23 (+1),RE 93775,Frankfurt(Oder) (ab 12:26),Berlin Ostkreuz
13:29,RE 73770,Brandenburg Hbf (ab 12:20),Berlin Ostkreuz
13:29,RE 93770,Berlin Friedrichstr (ab 13:17),Berlin Ostkreuz
13:41,RB 61158,Werneuchen (ab 13:02),Berlin Ostkreuz
13:45,RE 93735,Frankfurt(Oder) (ab 12:55),Berlin Ostkreuz
13:52 (+4),RB 18319,Berlin-Lichtenberg (ab 13:49),Berlin Ostkreuz
13:55 (+6),RE 62016,Wittenberge (ab 12:06),Berlin Ostkreuz
14:01 (+1),RE 62021,Flughafen BER - Terminal 1-2 (ab 13:44),Berlin Ostkreuz
14:03,RB 92818,Berlin-Lichtenberg (ab 14:00),Berlin Ostkreuz
14:13,RE 73730,Magdeburg Hbf (ab 12:12),Berlin Ostkreuz
14:13,RE 93730,Berlin Zoologischer Garten (ab 13:50),Berlin Ostkreuz
14:16,RB 18221,Berlin-Lichtenberg (ab 14:13),Berlin Ostkreuz
14:23 (+2),RE 93777,Frankfurt(Oder) (ab 13:26),Berlin Ostkreuz
14:29,RE 73772,Brandenburg Hbf (ab 13:20),Berlin Ostkreuz
14:29,RE 93772,Berlin Friedrichstraße (ab 14:17),Berlin Ostkreuz
14:37 (+1),RB 61160,Werneuchen (ab 14:02),Berlin Ostkreuz
14:45,RE 93737,Frankfurt(Oder) (ab 13:55),Berlin Ostkreuz
14:52,RB 18321,Berlin-Lichtenberg (ab 14:49),Berlin Ostkreuz
14:55 (+19),RE 62018,Wismar (ab 11:24),Berlin Ostkreuz
15:01,RE 62023,Flughafen BER - Terminal 1-2 (ab 14:44),Berlin Ostkreuz
15:03,RB 92820,Berlin-Lichtenberg (ab 15:00),Berlin Ostkreuz
15:10,RE 73732,Magdeburg Hbf (ab 13:12),Berlin Ostkreuz
15:10,RE 93732,Berlin Zoologischer Garten (ab 14:50),Berlin Ostkreuz
15:16 (+5),RB 18223,Berlin-Lichtenberg (ab 15:13),Berlin Ostkreuz
15:23 Ausfall,RE 93779,Frankfurt(Oder) (ab 14:26),Berlin Ostkreuz
15:29,RE 73774,Brandenburg Hbf (ab 14:20),Berlin Ostkreuz
15:29,RE 93774,Berlin Friedrichstr (ab 15:17),Berlin Ostkreuz
