Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:31 (+30),RE 3366,Lutherstadt Wittenberg Hbf (ab 23:00),Berlin Potsdamer Platz
00:44,RE 3363,Schwedt(Oder) (ab 23:06),Berlin Potsdamer Platz
04:48,RE 3369,Eberswalde Hbf (ab 04:03),Berlin Potsdamer Platz
05:07,RE 3144,Rathenow (ab 04:06),Berlin Potsdamer Platz
05:15,RE 4351,Neustrelitz Hbf (ab 03:49),Berlin Potsdamer Platz
05:24,RE 3340,Jüterbog (ab 04:32),Berlin Potsdamer Platz
05:33,RE 3301,Angermünde (ab 04:27),Berlin Potsdamer Platz
05:50,RB 18501,Nauen (ab 05:08),Berlin Potsdamer Platz
05:50,RE 3167,Jüterbog (ab 05:03),Berlin Potsdamer Platz
06:06,RE 3164,Stendal Hbf (ab 04:45),Berlin Potsdamer Platz
06:06,RE 62053,Elsterwerda (ab 04:13),Berlin Potsdamer Platz
06:12,RB 18601,Nauen (ab 05:31),Berlin Potsdamer Platz
06:15,RE 3503,Neustrelitz Hbf (ab 04:58),Berlin Potsdamer Platz
06:26 (+2),RE 3304,Lutherstadt Wittenberg Hbf (ab 05:03),Berlin Potsdamer Platz
06:35 (+1),RE 3341,Schwedt(Oder) (ab 05:06),Berlin Potsdamer Platz
06:40,RE 4352,Berlin Südkreuz (ab 06:36),Berlin Potsdamer Platz
06:49,RB 18503,Nauen (ab 06:08),Berlin Potsdamer Platz
06:49 (+1),RE 3147,Falkenberg(Elster) (ab 05:14),Berlin Potsdamer Platz
07:07 (+8),RE 3146,Rathenow (ab 06:06),Berlin Potsdamer Platz
07:09,RE 62055,Finsterwalde(Niederlausitz) (ab 05:35),Berlin Potsdamer Platz
07:12,RE 3331,Pasewalk (ab 05:11),Berlin Potsdamer Platz
07:14,RB 18603,Nauen (ab 06:28),Berlin Potsdamer Platz
07:22 (+1),RE 4353,Rostock Hbf (ab 04:34),Berlin Potsdamer Platz
07:25,RE 3342,Jüterbog (ab 06:33),Berlin Potsdamer Platz
07:35 (+1),RE 3303,Stralsund Hbf (ab 04:16),Berlin Potsdamer Platz
07:50,RB 18505,Nauen (ab 07:08),Berlin Potsdamer Platz
07:50 (+24),RE 3169,Jüterbog (ab 07:03),Berlin Potsdamer Platz
08:01 (+12),RE 3335,Angermünde (ab 07:01),Berlin Potsdamer Platz
08:05 (+10),RE 3166,Rathenow (ab 07:06),Berlin Potsdamer Platz
08:06,RE 62057,Elsterwerda (ab 06:13),Berlin Potsdamer Platz
08:14 (+7),RB 18605,Nauen (ab 07:18),Berlin Potsdamer Platz
08:19 (+6),RE 3505,Neustrelitz Hbf (ab 06:57),Berlin Potsdamer Platz
08:29,RE 3306,Lutherstadt Wittenberg Hbf (ab 07:00),Berlin Potsdamer Platz
08:35 (+13),RE 3343,Schwedt(Oder) (ab 07:06),Berlin Potsdamer Platz
08:40 (+16),RE 4354,Berlin Südkreuz (ab 08:36),Berlin Potsdamer Platz
08:49 (+19),RE 3149,Falkenberg(Elster) (ab 07:09),Berlin Potsdamer Platz
08:50,RB 18507,Nauen (ab 08:08),Berlin Potsdamer Platz
09:07 (+3),RE 3148,Stendal Hbf (ab 07:43),Berlin Potsdamer Platz
09:18,RE 4355,Rostock Hbf (ab 06:34),Berlin Potsdamer Platz
09:24 (+18),RE 3344,Jüterbog (ab 08:33),Berlin Potsdamer Platz
09:34 (+12),RE 3305,Stralsund Hbf (ab 06:16),Berlin Potsdamer Platz
09:49 (+14),RE 3171,Jüterbog (ab 09:03),Berlin Potsdamer Platz
10:05 (+34),RE 3168,Rathenow (ab 09:07),Berlin Potsdamer Platz
10:27 (+3),RE 3308,Lutherstadt Wittenberg Hbf (ab 09:00),Berlin Potsdamer Platz
10:35 (+3),RE 3345,Schwedt(Oder) (ab 09:06),Berlin Potsdamer Platz
10:49,RE 3151,Falkenberg(Elster) (ab 09:14),Berlin Potsdamer Platz
11:07 (+9),RE 3150,Stendal Hbf (ab 09:40),Berlin Potsdamer Platz
