Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:36,RE 3,Duisburg Hbf (an 23:50),Berlin Hbf (tief)
00:36 (+1),RE 3366,Eberswalde Hbf (an 01:15),Berlin Hbf (tief)
00:42,RE 3363,Ludwigsfelde (an 01:12),Berlin Hbf (tief)
00:49,RE 62090,Wünsdorf-Waldstadt (an 01:44),Berlin Hbf (tief)
03:53,ICE 571,Stuttgart Hbf (an 10:38),Berlin Hbf (tief)
03:58 (+1),ICE 501,München Hbf (an 09:17),Berlin Hbf (tief)
04:04,FEX19805,Flughafen BER - Terminal 1-2 (an 04:30),Berlin Hbf (tief)
04:14 (+1),ICE 71,Basel SBB (an 13:10),Berlin Hbf (tief)
04:26 (+1),RE 3302,Stralsund Hbf (an 07:44),Berlin Hbf (tief)
04:31,RE 62052,Finsterwalde(Niederlausitz) (an 06:12),Berlin Hbf (tief)
04:46,RE 3369,Berlin Südkreuz (an 04:52),Berlin Hbf (tief)
04:47 (+2),RE 4350,Rostock Hbf (an 07:23),Berlin Hbf (tief)
04:56,RE 3145,Rathenow (an 05:52),Berlin Hbf (tief)
04:56,RE 62151,Berlin-Spandau (an 05:07),Berlin Hbf (tief)
04:58,FEX19809,Flughafen BER - Terminal 1-2 (an 05:26),Berlin Hbf (tief)
05:01 (+1),RE 3144,Ludwigsfelde (an 05:27),Berlin Hbf (tief)
05:06 (+1),ICE 908,Hamburg-Altona (an 07:26),Berlin Hbf (tief)
05:12,RB 18500,Nauen (an 05:49),Berlin Hbf (tief)
05:12 (+1),RE 4351,Berlin Südkreuz (an 05:20),Berlin Hbf (tief)
05:30,ICE 608,Hamburg-Altona (an 07:42),Berlin Hbf (tief)
05:31 (+1),RE 3301,Jüterbog (an 06:26),Berlin Hbf (tief)
05:32,RE 3340,Schwedt(Oder) (an 06:56),Berlin Hbf (tief)
05:34 (+1),ICE 1701,München Hbf (an 10:42),Berlin Hbf (tief)
05:42,RE 62054,Elsterwerda (an 07:47),Berlin Hbf (tief)
05:47,RE 3504,Stralsund Hbf (an 08:51),Berlin Hbf (tief)
