Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:05 (+11),RE 18799,Lübben(Spreewald) (ab 23:04),Berlin Ostkreuz
00:06 (+1),RE 3138,Nauen (ab 23:08),Berlin Ostkreuz
00:12 (+16),RE 73750,Berlin Friedrichstr (ab 00:01),Berlin Ostkreuz
00:18,FEX94554,Schönefeld(bei Berlin) (ab 00:06),Berlin Ostkreuz
00:23 (+3),RE 73797,Erkner (ab 00:10),Berlin Ostkreuz
00:30 (+10),RE 3141,Bestensee (ab 00:03),Berlin Ostkreuz
00:55 (+1),RE 62038,Wismar (ab 21:25),Berlin Ostkreuz
00:56 (+3),RE 92843,Schönefeld(bei Berlin) (ab 00:45),Berlin Ostkreuz
01:08,RE 3100,Nauen (ab 00:08),Berlin Ostkreuz
01:14 Ausfall,RE 3742,Brück(Mark) (ab 00:04),Berlin Ostkreuz
01:23,RE 73753,Frankfurt(Oder) (ab 00:24),Berlin Ostkreuz
01:31 (+6),FEX91880,Schönefeld(bei Berlin) (ab 01:19),Berlin Ostkreuz
01:36 (+5),RE 73794,Genthin (ab 00:01),Berlin Ostkreuz
01:57,RE 92165,Schönefeld(bei Berlin) (ab 01:44),Berlin Ostkreuz
02:01 (+9),RE 92862,Nauen (ab 01:03),Berlin Ostkreuz
02:51 (+71),RE 73798,Magdeburg Hbf (ab 00:42),Berlin Ostkreuz
02:57,RE 92216,Schönefeld(bei Berlin) (ab 02:43),Berlin Ostkreuz
02:58 (+1),RE 92219,Nauen (ab 02:02),Berlin Ostkreuz
03:29,FEX94505,Berlin-Charlottenburg (ab 03:05),Berlin Ostkreuz
03:42 (+1),FEX94507,Berlin-Charlottenburg (ab 03:20),Berlin Ostkreuz
03:58 (+1),RE 92180,Nauen (ab 03:02),Berlin Ostkreuz
04:01 (+4),RE 92163,Schönefeld(bei Berlin) (ab 03:48),Berlin Ostkreuz
04:27,RE 73752,Brandenburg Hbf (ab 03:15),Berlin Ostkreuz
04:42 (+2),FEX94490,Schönefeld(bei Berlin) (ab 04:28),Berlin Ostkreuz
04:43,RE 73717,Frankfurt(Oder) (ab 03:44),Berlin Ostkreuz
04:47,RE 73800,Berlin-Charlottenburg (ab 04:23),Berlin Ostkreuz
04:52 Ausfall,RB 18301,Eberswalde Hbf (ab 04:08),Berlin Ostkreuz
04:55 (+1),RE 3707,Lübbenau(Spreewald) (ab 03:54),Berlin Ostkreuz
04:55,RE 92170,Nauen (ab 04:01),Berlin Ostkreuz
05:01,RE 3702,Bad Belzig (ab 03:41),Berlin Ostkreuz
05:01,RE 92177,Schönefeld(bei Berlin) (ab 04:45),Berlin Ostkreuz
05:06 Ausfall,RB 18300,Schönefeld(bei Berlin) (ab 04:49),Berlin Ostkreuz
05:15,FEX94524,Schönefeld(bei Berlin) (ab 05:01),Berlin Ostkreuz
05:18,RE 3103,Cottbus Hbf (ab 03:47),Berlin Ostkreuz
05:21,RB 94481,Berlin-Charlottenburg (ab 04:57),Berlin Ostkreuz
05:23,RE 73759,Frankfurt(Oder) (ab 04:23),Berlin Ostkreuz
05:28 (+1),RB 5150,Küstrin-Kietz (ab 04:10),Berlin Ostkreuz
05:29 (+2),RE 73754,Brandenburg Hbf (ab 04:17),Berlin Ostkreuz
05:30,RB 94484,Schönefeld(bei Berlin) (ab 05:13),Berlin Ostkreuz
05:35 Ausfall,RB 18200,Schönefeld(bei Berlin) (ab 05:19),Berlin Ostkreuz
05:37,RE 3102,Nauen (ab 04:36),Berlin Ostkreuz
05:43 (+2),RE 73719,Eisenhüttenstadt (ab 04:26),Berlin Ostkreuz
05:46 (+6),FEX94528,Schönefeld(bei Berlin) (ab 05:32),Berlin Ostkreuz
05:49,RE 62000,Wittenberge (ab 04:06),Berlin Ostkreuz
05:52 (+4),RB 18303,Eberswalde Hbf (ab 05:08),Berlin Ostkreuz
05:59,RE 3704,Dessau Hbf (ab 04:05),Berlin Ostkreuz
06:01,RE 92179,Schönefeld(bei Berlin) (ab 05:46),Berlin Ostkreuz
06:06 Ausfall,RB 18302,Schönefeld(bei Berlin) (ab 05:49),Berlin Ostkreuz
06:10,FEX19813,Berlin Hbf (ab 05:51),Berlin Ostkreuz
06:15 (+9),FEX19806,Ludwigsfelde (ab 05:39),Berlin Ostkreuz
06:18,RE 3105,Cottbus Hbf (ab 05:01),Berlin Ostkreuz
06:23 (+1),RE 73761,Frankfurt(Oder) (ab 05:26),Berlin Ostkreuz
06:24,RB 18143,Berlin-Charlottenburg (ab 06:00),Berlin Ostkreuz
06:28 (+1),RB 5152,Küstrin-Kietz (ab 05:11),Berlin Ostkreuz
06:29,RE 73756,Magdeburg Hbf (ab 04:19),Berlin Ostkreuz
06:30,RB 94504,Schönefeld(bei Berlin) (ab 06:09),Berlin Ostkreuz
06:35 (+5),RB 18202,Schönefeld(bei Berlin) (ab 06:19),Berlin Ostkreuz
06:37 (+1),RE 3104,Nauen (ab 05:37),Berlin Ostkreuz
06:39,FEX19815,Berlin Hbf (ab 06:21),Berlin Ostkreuz
06:41,RB 61144,Werneuchen (ab 06:02),Berlin Ostkreuz
06:43,RE 73721,Eisenhüttenstadt (ab 05:36),Berlin Ostkreuz
06:46 (+3),FEX19808,Flughafen BER (ab 06:28),Berlin Ostkreuz
06:52 (+3),RB 18305,Eberswalde Hbf (ab 06:08),Berlin Ostkreuz
06:55 (+14),RE 3711,Senftenberg (ab 05:10),Berlin Ostkreuz
06:55 (+1),RE 62002,Wittenberge (ab 05:06),Berlin Ostkreuz
07:01,RE 3706,Dessau Hbf (ab 05:05),Berlin Ostkreuz
07:01,RE 62007,Flughafen BER (ab 06:44),Berlin Ostkreuz
07:03 (+1),RB 61104,Templin Stadt (ab 05:32),Berlin Ostkreuz
07:06 (+1),RB 18304,Schönefeld(bei Berlin) (ab 06:49),Berlin Ostkreuz
07:08,FEX19817,Berlin Hbf (ab 06:51),Berlin Ostkreuz
07:10,IC 2432,Cottbus Hbf (ab 06:01),Berlin Ostkreuz
07:10,RE 62432,Cottbus Hbf (ab 06:01),Berlin Ostkreuz
07:13 (+2),RE 73716,Magdeburg Hbf (ab 05:12),Berlin Ostkreuz
07:15,FEX19810,Ludwigsfelde (ab 06:39),Berlin Ostkreuz
07:18 (+1),RE 3107,Cottbus Hbf (ab 06:08),Berlin Ostkreuz
07:23,RE 73763,Frankfurt(Oder) (ab 06:26),Berlin Ostkreuz
07:24,RB 18145,Golm (ab 06:30),Berlin Ostkreuz
07:28 (+1),RB 5154,Küstrin-Kietz (ab 06:11),Berlin Ostkreuz
07:29,RB 18144,Flughafen BER (ab 07:13),Berlin Ostkreuz
07:29 (+1),RE 73758,Brandenburg Hbf (ab 06:19),Berlin Ostkreuz
07:35,RB 18204,Schönefeld(bei Berlin) (ab 07:19),Berlin Ostkreuz
07:37,RE 3106,Nauen (ab 06:37),Berlin Ostkreuz
07:39,FEX19819,Berlin Hbf (ab 07:21),Berlin Ostkreuz
07:41,RB 61146,Werneuchen (ab 07:02),Berlin Ostkreuz
07:43,RE 73723,Frankfurt(Oder) (ab 06:55),Berlin Ostkreuz
07:53,RB 18307,Eberswalde Hbf (ab 07:09),Berlin Ostkreuz
07:55,RE 62004,Wismar (ab 04:17),Berlin Ostkreuz
08:01,RE 3708,Dessau Hbf (ab 06:05),Berlin Ostkreuz
08:13,RE 73718,Magdeburg Hbf (ab 06:12),Berlin Ostkreuz
08:18,RE 3109,Cottbus Hbf (ab 07:03),Berlin Ostkreuz
08:23,RE 73765,Frankfurt(Oder) (ab 07:26),Berlin Ostkreuz
08:29 (+10),RE 73760,Magdeburg Hbf (ab 06:19),Berlin Ostkreuz
08:37,RB 61148,Werneuchen (ab 08:02),Berlin Ostkreuz
08:37,RE 3108,Nauen (ab 07:37),Berlin Ostkreuz
08:43,RE 73725,Eisenhüttenstadt (ab 07:36),Berlin Ostkreuz
08:55,RE 3715,Senftenberg (ab 07:14),Berlin Ostkreuz
09:01 (+2),RE 3710,Dessau Hbf (ab 07:05),Berlin Ostkreuz
09:01,RE 62011,Flughafen BER (ab 08:44),Berlin Ostkreuz
09:03 Ausfall,RB 61108,Templin Stadt (ab 07:32),Berlin Ostkreuz
