Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
05:59,RE 62054,Elsterwerda (an 07:46),Berlin-Lichterfelde Ost
07:59,RE 62058,Elsterwerda (an 09:39),Berlin-Lichterfelde Ost
09:59,RE 62062,Elsterwerda (an 11:39),Berlin-Lichterfelde Ost
10:38 (+3),RE 92551,Berlin Südkreuz (an 10:43),Berlin-Lichterfelde Ost
11:59,RE 62066,Elsterwerda (an 13:39),Berlin-Lichterfelde Ost
13:59,RE 62070,Elsterwerda (an 15:39),Berlin-Lichterfelde Ost
15:59,RE 62074,Elsterwerda (an 17:39),Berlin-Lichterfelde Ost
17:59,RE 62078,Elsterwerda (an 19:39),Berlin-Lichterfelde Ost
19:59,RE 62082,Elsterwerda (an 21:39),Berlin-Lichterfelde Ost
21:59,RE 62086,Elsterwerda (an 23:39),Berlin-Lichterfelde Ost
