Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:57 (+27),ICE 907,Berlin Südkreuz (an 01:03),Berlin Hbf (tief)
07:36 (+15),IC 2274,Warnemünde (an 10:01),Berlin Hbf (tief)
07:38 (+1),ICE 1606,Hamburg-Altona (an 09:39),Berlin Hbf (tief)
08:04,IC 2074,Westerland(Sylt) (an 13:37),Berlin Hbf (tief)
08:26 (+1),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),Berlin Hbf (tief)
08:38,ICE 806,Hamburg-Altona (an 10:38),Berlin Hbf (tief)
08:40 (+8),ICE 93,Wien Hbf (an 17:47),Berlin Hbf (tief)
09:06 (+1),ICE 870,Hamburg-Altona (an 11:28),Berlin Hbf (tief)
09:16,EC 173,Budapest-Nyugati (an 20:28),Berlin Hbf (tief)
09:34 (+1),ICE 703,Nürnberg Hbf (an 14:18),Berlin Hbf (tief)
09:38 (+2),ICE 1604,Hamburg-Altona (an 11:39),Berlin Hbf (tief)
10:05,ICE 1008,Hamburg-Altona (an 12:03),Berlin Hbf (tief)
10:05,ICE 2910,Hamburg-Altona (an 12:03),Berlin Hbf (tief)
10:28 (+1),ICE 2913,München Hbf (an 16:23),Berlin Hbf (tief)
10:28 Ausfall,ICE 507,München Hbf (an 16:23),Berlin Hbf (tief)
10:38,ICE 804,Kiel Hbf (an 13:48),Berlin Hbf (tief)
11:16 (+1),EC 379,Praha hl.n. (an 15:24),Berlin Hbf (tief)
11:34 (+1),ICE 705,München Hbf (an 17:49),Berlin Hbf (tief)
11:37 (+1),IC 2270,Warnemünde (an 14:05),Berlin Hbf (tief)
11:38 (+5),ICE 2502,Hamburg-Altona (an 13:41),Berlin Hbf (tief)
12:05,ICE 1006,Hamburg-Altona (an 14:06),Berlin Hbf (tief)
12:28 (+3),ICE 509,München Hbf (an 18:29),Berlin Hbf (tief)
12:36 (+10),ICE 95,Wien Hbf (an 21:47),Berlin Hbf (tief)
12:38,ICE 802,Hamburg-Altona (an 14:39),Berlin Hbf (tief)
13:01 (+22),EC 175,Praha hl.n. (an 17:24),Berlin Hbf (tief)
13:06 (+1),EC 176,Hamburg-Altona (an 15:24),Berlin Hbf (tief)
13:26,ICE 1211,Innsbruck Hbf (an 23:18),Berlin Hbf (tief)
