Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
12:48,RB 61116,Templin Stadt (ab 11:32),Berlin-Hohenschönhausen
14:02,RB 61119,Berlin Ostkreuz (ab 13:50),Berlin-Hohenschönhausen
15:02,RB 61121,Berlin Ostkreuz (ab 14:50),Berlin-Hohenschönhausen
15:49 Ausfall,RB 18220,Schönefeld(bei Berlin) (ab 15:19),Berlin-Hohenschönhausen
16:02 (+2),RB 61123,Berlin Ostkreuz (ab 15:50),Berlin-Hohenschönhausen
16:48,RB 61124,Templin Stadt (ab 15:32),Berlin-Hohenschönhausen
16:49 Ausfall,RB 18222,Schönefeld(bei Berlin) (ab 16:19),Berlin-Hohenschönhausen
17:02,RB 61125,Berlin Ostkreuz (ab 16:50),Berlin-Hohenschönhausen
17:48,RB 61126,Templin Stadt (ab 16:32),Berlin-Hohenschönhausen
17:49 Ausfall,RB 18224,Schönefeld(bei Berlin) (ab 17:19),Berlin-Hohenschönhausen
18:02,RB 61127,Berlin Ostkreuz (ab 17:50),Berlin-Hohenschönhausen
18:48,RB 61128,Templin Stadt (ab 17:32),Berlin-Hohenschönhausen
18:49 Ausfall,RB 18226,Schönefeld(bei Berlin) (ab 18:19),Berlin-Hohenschönhausen
19:02 (+1),RB 61129,Berlin Ostkreuz (ab 18:50),Berlin-Hohenschönhausen
19:48,RB 61130,Templin Stadt (ab 18:32),Berlin-Hohenschönhausen
19:49 Ausfall,RB 18228,Schönefeld(bei Berlin) (ab 19:19),Berlin-Hohenschönhausen
20:02 (+1),RB 61131,Berlin Ostkreuz (ab 19:50),Berlin-Hohenschönhausen
20:48,RB 61132,Templin Stadt (ab 19:32),Berlin-Hohenschönhausen
20:49 Ausfall,RB 18230,Schönefeld(bei Berlin) (ab 20:19),Berlin-Hohenschönhausen
21:02,RB 61133,Berlin Ostkreuz (ab 20:50),Berlin-Hohenschönhausen
21:48,RB 61134,Templin Stadt (ab 20:32),Berlin-Hohenschönhausen
21:49 Ausfall,RB 18232,Schönefeld(bei Berlin) (ab 21:18),Berlin-Hohenschönhausen
22:48 (+1),RB 61136,Templin Stadt (ab 21:32),Berlin-Hohenschönhausen
