Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
01:01,RE 3165,Rathenow (an 01:57),Berlin Jungfernheide
04:23,RB 18241,Potsdam Hbf (an 21:23),Berlin Jungfernheide
04:58 (+3),RE 3144,Falkenberg(Elster) (an 06:34),Berlin Jungfernheide
05:01 (+1),RE 3145,Rathenow (an 05:52),Berlin Jungfernheide
05:24,RB 18243,Potsdam Hbf (an 06:23),Berlin Jungfernheide
05:34,RB 18240,Berlin Gesundbrunnen (an 05:40),Berlin Jungfernheide
05:56,RB 18600,Nauen (an 06:33),Berlin Jungfernheide
06:02 (+1),RE 3167,Rathenow (an 06:56),Berlin Jungfernheide
06:24,RB 18245,Potsdam Hbf (an 07:23),Berlin Jungfernheide
06:35 (+1),RB 18242,Berlin Gesundbrunnen (an 06:43),Berlin Jungfernheide
06:55,RB 18602,Nauen (an 07:33),Berlin Jungfernheide
06:57 (+3),RE 3146,Falkenberg(Elster) (an 08:34),Berlin Jungfernheide
07:24,RB 18247,Potsdam Hbf (an 08:23),Berlin Jungfernheide
07:33 (+5),RB 18244,Berlin Gesundbrunnen (an 07:39),Berlin Jungfernheide
07:56,RB 18454,Nauen (an 08:33),Berlin Jungfernheide
07:56 (+3),RB 18604,Nauen (an 08:33),Berlin Jungfernheide
07:56 (+6),RE 3166,Jüterbog (an 08:56),Berlin Jungfernheide
08:02 (+2),RE 3169,Rathenow (an 08:56),Berlin Jungfernheide
08:24,RB 18249,Potsdam Hbf (an 09:23),Berlin Jungfernheide
08:34 (+1),RB 18246,Berlin Gesundbrunnen (an 08:42),Berlin Jungfernheide
08:56 (+3),RB 18606,Nauen (an 09:33),Berlin Jungfernheide
08:58 (+3),RE 3148,Falkenberg(Elster) (an 10:34),Berlin Jungfernheide
09:02,RE 3149,Stendal Hbf (an 10:20),Berlin Jungfernheide
09:04,RB 18607,Berlin Südkreuz (an 09:24),Berlin Jungfernheide
09:24,RB 18251,Potsdam Hbf (an 10:23),Berlin Jungfernheide
09:32 (+1),RB 18248,Berlin Gesundbrunnen (an 09:39),Berlin Jungfernheide
09:56,RB 18608,Nauen (an 10:33),Berlin Jungfernheide
09:56,RE 3168,Jüterbog (an 10:56),Berlin Jungfernheide
10:02 (+3),RE 3171,Rathenow (an 10:54),Berlin Jungfernheide
10:24,RB 18253,Potsdam Hbf (an 11:23),Berlin Jungfernheide
10:34,RB 18250,Berlin Gesundbrunnen (an 10:44),Berlin Jungfernheide
10:56,RB 18610,Nauen (an 11:33),Berlin Jungfernheide
10:58 (+9),RE 3150,Falkenberg(Elster) (an 12:34),Berlin Jungfernheide
11:02,RE 3151,Rathenow (an 11:55),Berlin Jungfernheide
11:04,RB 18611,Berlin Südkreuz (an 11:19),Berlin Jungfernheide
11:24,RB 18255,Potsdam Hbf (an 12:23),Berlin Jungfernheide
11:33,RB 18252,Berlin Gesundbrunnen (an 11:39),Berlin Jungfernheide
11:56,RB 18612,Nauen (an 12:33),Berlin Jungfernheide
11:56 (+1),RE 3170,Jüterbog (an 12:56),Berlin Jungfernheide
12:02 (+10),RE 3173,Rathenow (an 12:54),Berlin Jungfernheide
12:03 (+2),RB 18613,Berlin Südkreuz (an 12:16),Berlin Jungfernheide
12:24,RB 18257,Potsdam Hbf (an 13:23),Berlin Jungfernheide
12:34 (+1),RB 18254,Berlin Gesundbrunnen (an 12:43),Berlin Jungfernheide
