Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:21 (+1),RE 3366,Eberswalde Hbf (an 01:15),Berlin-Lichterfelde Ost
00:59,RE 62089,Berlin Südkreuz (an 01:03),Berlin-Lichterfelde Ost
01:04 (+1),RE 62090,Wünsdorf-Waldstadt (an 01:44),Berlin-Lichterfelde Ost
04:46,RE 62052,Finsterwalde(Niederlausitz) (an 06:12),Berlin-Lichterfelde Ost
04:50 Ausfall,Bus43144,Ludwigsfelde (an 05:34),Berlin-Lichterfelde Ost
04:57 (+9),RE 62051,Berlin Hbf (tief) (an 05:12),Berlin-Lichterfelde Ost
05:10 Ausfall,Bus53340,Berlin Südkreuz (an 05:25),Berlin-Lichterfelde Ost
05:54,RE 62053,Berlin Hbf (tief) (an 06:09),Berlin-Lichterfelde Ost
05:59 (+2),RE 62054,Elsterwerda (an 07:47),Berlin-Lichterfelde Ost
06:57 (+2),RE 62055,Berlin Hbf (tief) (an 07:12),Berlin-Lichterfelde Ost
06:59 (+1),RE 62056,Finsterwalde(Niederlausitz) (an 08:29),Berlin-Lichterfelde Ost
07:14,RE 3342,Schwedt(Oder) (an 08:56),Berlin-Lichterfelde Ost
07:19,RE 3146,Ludwigsfelde (an 07:33),Berlin-Lichterfelde Ost
07:49,RE 3303,Jüterbog (an 08:26),Berlin-Lichterfelde Ost
07:54,RE 62057,Berlin Hbf (tief) (an 08:09),Berlin-Lichterfelde Ost
07:59 (+1),RE 62058,Elsterwerda (an 09:39),Berlin-Lichterfelde Ost
08:57 (+1),RE 62059,Berlin Hbf (tief) (an 09:12),Berlin-Lichterfelde Ost
08:59,RE 62060,Baruth(Mark) (an 09:50),Berlin-Lichterfelde Ost
09:13,RE 3344,Schwedt(Oder) (an 10:56),Berlin-Lichterfelde Ost
09:49,RE 3305,Luckenwalde (an 10:19),Berlin-Lichterfelde Ost
09:54 (+5),RE 62061,Berlin Hbf (tief) (an 10:09),Berlin-Lichterfelde Ost
09:59,RE 62062,Elsterwerda (an 11:39),Berlin-Lichterfelde Ost
10:57,RE 62063,Berlin Hbf (tief) (an 11:12),Berlin-Lichterfelde Ost
10:59 (+1),RE 62064,Baruth(Mark) (an 11:50),Berlin-Lichterfelde Ost
11:49,RE 3307,Luckenwalde (an 12:18),Berlin-Lichterfelde Ost
11:54,RE 62065,Berlin Hbf (tief) (an 12:11),Berlin-Lichterfelde Ost
11:59 (+3),RE 62066,Elsterwerda (an 13:39),Berlin-Lichterfelde Ost
12:57 (+1),RE 62067,Berlin Hbf (tief) (an 13:12),Berlin-Lichterfelde Ost
12:59 (+6),RE 62068,Baruth(Mark) (an 13:50),Berlin-Lichterfelde Ost
13:12,RE 3348,Schwedt(Oder) (an 14:56),Berlin-Lichterfelde Ost
13:54,RE 62069,Berlin Hbf (tief) (an 14:09),Berlin-Lichterfelde Ost
13:59,RE 62070,Elsterwerda (an 15:39),Berlin-Lichterfelde Ost
14:57 (+3),RE 62071,Berlin Hbf (tief) (an 15:12),Berlin-Lichterfelde Ost
14:59 (+10),RE 62072,Finsterwalde(Niederlausitz) (an 16:29),Berlin-Lichterfelde Ost
15:12,RE 3350,Schwedt(Oder) (an 16:56),Berlin-Lichterfelde Ost
15:49,RE 3311,Jüterbog (an 16:26),Berlin-Lichterfelde Ost
15:54 (+6),RE 62073,Berlin Hbf (tief) (an 16:09),Berlin-Lichterfelde Ost
15:59,RE 62074,Elsterwerda (an 17:39),Berlin-Lichterfelde Ost
16:19,RE 3174,Jüterbog (an 16:56),Berlin-Lichterfelde Ost
16:46,RE 3351,Lutherstadt Wittenberg Hbf (an 17:57),Berlin-Lichterfelde Ost
16:57,RE 62075,Berlin Hbf (tief) (an 17:12),Berlin-Lichterfelde Ost
16:59,RE 62076,Finsterwalde(Niederlausitz) (an 18:29),Berlin-Lichterfelde Ost
17:14,RE 3352,Schwedt(Oder) (an 18:56),Berlin-Lichterfelde Ost
17:49,RE 3313,Jüterbog (an 18:26),Berlin-Lichterfelde Ost
17:54 (+7),RE 62077,Berlin Hbf (tief) (an 18:09),Berlin-Lichterfelde Ost
17:59 (+1),RE 62078,Elsterwerda (an 19:39),Berlin-Lichterfelde Ost
18:57,RE 62079,Berlin Hbf (tief) (an 19:12),Berlin-Lichterfelde Ost
18:59,RE 62080,Finsterwalde(Niederlausitz) (an 20:29),Berlin-Lichterfelde Ost
19:48,RE 3315,Ludwigsfelde (an 20:08),Berlin-Lichterfelde Ost
19:48,RE 3371,Angermünde (an 20:34),Berlin-Lichterfelde Ost
19:54,RE 62081,Berlin Hbf (tief) (an 20:09),Berlin-Lichterfelde Ost
19:59,RE 62082,Elsterwerda (an 21:39),Berlin-Lichterfelde Ost
20:57,RE 62083,Berlin Hbf (tief) (an 21:12),Berlin-Lichterfelde Ost
21:53,RE 62085,Berlin Hbf (tief) (an 22:07),Berlin-Lichterfelde Ost
22:00,RE 62086,Elsterwerda (an 23:39),Berlin-Lichterfelde Ost
22:46 (+9),RE 3357,Ludwigsfelde (an 23:02),Berlin-Lichterfelde Ost
22:59,RE 62087,Berlin Hbf (tief) (an 23:14),Berlin-Lichterfelde Ost
